track_id,track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,umur,calm,energic,sad,happy,angry
5EbX5xL3O2xT8FxCpYzgUO,"How Far I'll Go - From ""Moana""",Alessia Cara,0.309,0.544,9,-9.621,1,0.352,0.155,0.000265,0.0727,0.16,180.979,175517,4,anak-anak,0,0,0,1,0
7HsCmonROWdAi1ZhnAMX5C,"Frozen Heart - From ""Frozen""/Soundtrack Version",Cast - Frozen,0.538,0.481,2,-8.716,0,0.0997,0.545,0.0,0.086,0.191,95.914,105293,4,anak-anak,0,0,1,0,0
11g9GgpchfORJxVEYFFDoL,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",Kristen Bell,0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.055,206507,4,anak-anak,0,0,1,1,0
6kOXFFNTzraDTj6fceHenx,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,0.541,0.485,8,-6.85,1,0.031,0.558,0.0,0.12,0.369,136.956,223840,4,anak-anak,0,0,1,0,0
4dT14t0kG0bPlHzAp2Sx9k,"In Summer - From ""Frozen""/Soundtrack Version",Josh Gad,0.5,0.342,7,-9.536,1,0.175,0.536,0.0,0.59,0.684,77.124,110987,1,anak-anak,1,0,0,0,0
3Z0oQ8r78OUaHvGPiDBR3W,Into the Unknown,Idina Menzel,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,194848,5,anak-anak,0,0,1,1,0
5E8yddtSG3sH4hw2SfwcgW,Can You Feel the Love Tonight,Joseph Williams,0.306,0.132,5,-19.31,1,0.0538,0.787,0.0,0.57,0.473,78.46,177787,4,anak-anak,1,0,1,0,0
2stkLJ0JNcXkIRDNF3ld6c,You've Got a Friend in Me,Randy Newman,0.689,0.333,0,-12.134,0,0.0307,0.817,5.13e-06,0.285,0.471,115.835,124160,4,anak-anak,0,0,1,0,0
1IZwCzAmaFmmdJj0cmhaax,Shiny,Jemaine Clement,0.641,0.68,0,-7.64,1,0.23,0.482,0.0,0.101,0.574,146.116,185467,4,anak-anak,0,0,0,1,0
0HU5JnVaKNTWf6GykV9Zn8,Circle of Life,Carmen Twillie,0.402,0.391,10,-16.112,1,0.0406,0.0634,0.0,0.296,0.568,83.789,239147,4,anak-anak,1,0,0,0,0
6FJmVOcQPaRYGiJQRIpWAL,"I Wan'na Be Like You (The Monkey Song) - From ""The Jungle Book"" / Soundtrack Version",Louis Prima,0.747,0.446,7,-13.258,0,0.0989,0.612,0.000109,0.179,0.787,96.636,278347,4,anak-anak,0,0,0,0,0
4Xbotg4PCLJw9cDx2dtZLK,Some Things Never Change,Kristen Bell,0.566,0.543,5,-4.485,1,0.0314,0.613,0.0,0.106,0.299,89.937,209965,4,anak-anak,0,0,1,0,1
1Tt7zr1yDbKbT8L4jzSZ74,When I Am Older,Josh Gad,0.73,0.326,8,-7.001,1,0.26,0.705,0.0,0.103,0.434,116.893,111452,4,anak-anak,0,0,1,0,0
6btdYzQ8eZFBrOlUKVHuz0,Be Our Guest,Angela Lansbury,0.517,0.421,11,-12.822,0,0.172,0.813,0.0,0.0788,0.578,121.459,224733,4,anak-anak,0,0,1,0,0
23Ypb2SLgeY2OQxfXHPKLN,"Bibbidi-Bobbidi-Boo - From ""Cinderella"" Soundtrack",Verna Felton,0.541,0.57,8,-6.712,1,0.0492,0.951,5.61e-05,0.269,0.852,105.556,77973,4,anak-anak,0,0,0,0,0
7wjiMdiSgsL9Vkrwb10Num,"On My Way - From ""Brother Bear""/Soundtrack Version",Phil Collins,0.61,0.698,7,-8.616,1,0.028,0.284,3.63e-05,0.34,0.467,102.004,220293,4,anak-anak,0,0,0,0,0
5BEItY9of9nR4zj51JO0jU,Prince Ali (Reprise),Jonathan Freeman,0.454,0.395,0,-14.572,0,0.0778,0.859,0.0,0.671,0.533,107.724,67653,4,anak-anak,0,0,1,0,0
2Fs18NaCDuluPG1DHGw1XG,Life is a Highway,Rascal Flatts,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,276320,4,anak-anak,0,0,0,0,1
0sXJUHfwsocaJaLM5osoWX,Beauty and the Beast,Emma Thompson,0.211,0.23,7,-12.518,0,0.0349,0.797,1.98e-05,0.0991,0.102,87.641,199510,4,anak-anak,0,0,1,0,0
5ZkAx8zjLiSs1nMmBwJoZS,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",Owl City,0.638,0.831,11,-6.812,0,0.081,0.0263,0.0,0.0491,0.388,127.975,218093,4,anak-anak,0,0,0,0,0
7EA9SlGReyET1cYHIeFbIH,"The Bare Necessities (Reprise) - From ""The Jungle Book""/Soundtrack Version",Sebastion Cabot,0.456,0.419,0,-9.99,1,0.059,0.754,0.0111,0.313,0.961,206.077,54480,4,anak-anak,0,0,0,1,0
506nvAQgHmkGd13ipZuBwo,A Whole New World,Lea Salonga,0.297,0.225,0,-15.776,1,0.0347,0.846,3.67e-06,0.0992,0.131,126.662,160800,4,anak-anak,0,0,1,0,0
0II9l1sI3Mo9XKaszKfizl,"When We're Human - From ""The Princess and the Frog""/Soundtrack Version",Michael-Leon Wooley,0.689,0.779,1,-4.387,1,0.131,0.321,1.04e-05,0.384,0.498,107.226,142093,4,anak-anak,0,0,0,0,1
5f2TWu6R2YYCJtLQ0fP78H,Friend Like Me,Will Smith,0.688,0.732,2,-6.162,1,0.0618,0.0536,0.0,0.145,0.665,97.703,155532,4,anak-anak,0,0,0,0,1
2dlxN435ZY9ruxGYND2Hq0,"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",Anika Noni Rose,0.512,0.499,0,-6.485,1,0.0519,0.809,2.22e-05,0.284,0.51,78.907,144427,4,anak-anak,1,0,1,0,0
0T4L7WF4M9sEf5ZUbUMBSe,Shake Your Sillies Out,The Wiggles,0.494,0.627,4,-5.766,1,0.0915,0.53,0.0,0.258,0.862,204.299,95707,4,anak-anak,0,0,0,1,1
5n5IxMcG2oV8IOzklsW6Vd,Party Freeze Dance Song,The Kiboomers,0.791,0.924,4,-6.435,1,0.0642,0.122,3.94e-05,0.123,0.482,128.001,128627,4,anak-anak,0,0,0,0,0
1R2dxgvv9DLFAdpNJX72pN,Head Shoulders Knees and Toes,Nursery Rhymes,0.863,0.459,0,-5.528,1,0.0411,0.143,0.0,0.385,0.961,127.999,45417,4,anak-anak,0,0,0,0,1
6YfgINyGYB76E8dZygu4XO,Hot Potato,The Wiggles,0.669,0.737,0,-7.974,1,0.0975,0.0289,0.0,0.204,0.948,170.925,81067,4,anak-anak,0,1,0,1,0
2NtrTPwgjK6nLefb8icrue,Open Shut Them,Super Simple Songs,0.779,0.187,2,-12.182,1,0.0454,0.558,7.31e-05,0.205,0.389,109.798,142794,4,anak-anak,0,0,1,0,0
7EZN8D5xZme75gJoPw4rBI,Sleeping Bunnies,LooLoo Kids,0.912,0.735,10,-3.581,1,0.0321,0.64,0.0,0.0978,0.952,105.977,113063,4,anak-anak,0,0,0,0,1
3HoMLZMs2Fn9HuYOIzhGqt,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Mandy Moore,0.675,0.377,4,-8.816,1,0.0324,0.0999,0.0,0.0846,0.414,108.059,151293,4,anak-anak,0,0,0,0,0
0mIdphqftxR9uyxudOukWZ,We're Going on a Lion Hunt,The Kiboomers,0.866,0.721,4,-6.722,0,0.388,0.835,2.83e-06,0.215,0.714,116.01,200841,4,anak-anak,0,0,0,0,0
3BaEKTqmjehu2qMDcv4UGk,Everything Is AWESOME!!! (feat. The Lonely Island),Tegan and Sara,0.698,0.96,8,-3.595,1,0.142,0.011,1.41e-06,0.435,0.738,147.999,163423,4,anak-anak,0,0,0,1,1
2tGgIA04KdLTRRGY5Ndw5w,Old MacDonald Had a Farm,The Countdown Kids,0.783,0.485,5,-7.556,1,0.0355,0.701,0.0,0.238,0.546,109.999,125333,4,anak-anak,0,0,0,0,0
7toIqSTfa9Phsmu2hKwTyx,Slippery Fish,Amy Liz,0.777,0.111,4,-14.423,1,0.335,0.414,0.0,0.459,0.556,139.888,103493,4,anak-anak,0,0,0,0,0
6rup3MnFORKLyVwn10k2uO,Row Row Your Boat (Merrily),Children's Music,0.818,0.502,10,-5.188,1,0.0297,0.573,0.000667,0.104,0.739,102.248,52250,4,anak-anak,0,0,0,0,1
2d85Zcuzp4zMrSZS19qHnS,Wiggy Wiggles Freeze Dance,Hap Palmer,0.663,0.786,9,-6.416,1,0.376,0.544,0.0,0.295,0.587,166.748,97200,4,anak-anak,0,1,0,1,0
6d3edMXJpns1A0zGKkmlGw,Move Your Feet / D.A.N.C.E. / It's A Sunshine Day,Anna Kendrick,0.706,0.82,7,-4.469,1,0.0562,0.00613,0.00186,0.0488,0.595,118.951,156493,4,anak-anak,0,0,0,0,1
0grxFyenxR3OYMdIhxRzJ6,Hot Dog!,They Might Be Giants (For Kids),0.828,0.698,7,-6.078,1,0.0854,0.325,0.0,0.0615,0.875,92.611,149040,4,anak-anak,0,0,0,0,1
7ciTZoxqPMMvxJLNiFZDTH,We Go Together,Alexandre Desplat,0.648,0.787,5,-6.784,1,0.048,0.00634,3.29e-06,0.443,0.929,110.989,84080,4,anak-anak,0,0,0,0,0
2Ls4QknWvBoGSeAlNKw0Xj,Y.M.C.A.,The Minions,0.706,0.907,6,-5.854,1,0.0443,0.00254,5.7e-06,0.055,0.879,119.914,175292,4,anak-anak,0,0,0,0,1
3IPnBzGRMg6BfViFxxa0Gq,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",Kristen Bell,0.737,0.637,6,-6.308,0,0.0735,0.262,0.0,0.319,0.537,100.033,124733,4,anak-anak,0,0,0,0,0
6shRGWCtBUOPFLFTTqXZIC,Upside Down,Jack Johnson,0.787,0.655,6,-8.339,0,0.0431,0.238,0.000171,0.138,0.65,102.485,208653,4,anak-anak,0,0,0,0,0
2GYwPKUR3skT704Xnu5fis,Itsy Bitsy Spider,Caspar Babypants,0.788,0.268,2,-11.3,1,0.0506,0.964,0.000305,0.0995,0.919,130.547,116720,4,anak-anak,0,0,0,0,0
56haYHLheHNq7yz4hYUx7A,Down By the Bay,Kim Mitzo Thompson,0.891,0.373,7,-6.184,1,0.0529,0.731,0.0,0.0871,0.981,116.105,80434,4,anak-anak,0,0,0,0,0
20tzYViXgCgSGVO8ol1u2m,Hey Hey Hey!,The Julius Jr. Garage Band,0.863,0.669,9,-7.095,1,0.0666,0.155,0.0,0.18,0.966,136.06,155352,4,anak-anak,0,0,0,0,0
4DzyW03YPAmvZ3s8xSXKXI,Do Your Ears Hang Low?,The Kiboomers,0.843,0.74,8,-7.705,0,0.158,0.815,1.24e-06,0.306,0.965,139.982,108867,4,anak-anak,0,0,0,0,0
6Tq0qQUFrBbrF016DC1DeY,"Don't Worry, Be Happy (From ""Wall-E"")",TMC Movie Tunez,0.431,0.123,11,-17.324,1,0.116,0.914,8.74e-06,0.104,0.681,70.954,227795,4,anak-anak,1,0,0,0,0
6Hkd95mjIbWyL97rtTAigl,Baby Shark 1.5x,Pinkfong,0.733,0.924,1,-1.579,1,0.244,0.168,6.81e-05,0.35,0.5,153.264,72247,4,anak-anak,0,0,0,1,1
4c5TBUUCxSbfxoiLbaXVeG,Bob The Builder’s - Mambo No.5 Theme,The Hoopty Do’s,0.712,0.826,5,-5.75,0,0.24,0.271,9.93e-05,0.0374,0.905,172.995,216773,4,anak-anak,0,1,0,1,1
5gg8RynvlcRb9e96nFHgrq,Fruit Salad,The Wiggles,0.845,0.658,9,-5.506,1,0.0693,0.0898,0.0,0.378,0.957,119.525,148067,4,anak-anak,0,0,0,0,1
6cjt26MPeceXYuPuNRf7XW,Walking Walking,Super Simple Songs,0.822,0.442,2,-9.462,1,0.396,0.635,0.0,0.134,0.52,147.09,93405,4,anak-anak,0,0,0,1,0
4kWUwbf0KeT3mRmodSeMfk,Wheels on the Bus,CoComelon,0.941,0.387,9,-11.92,1,0.0427,0.184,2.88e-05,0.166,0.965,125.019,208041,4,anak-anak,0,0,0,0,0
6SXIVHuUeBtKK6OWjE9Qz6,Animal Freeze Dance Song,The Kiboomers,0.756,0.88,7,-4.736,1,0.186,0.0767,0.0,0.334,0.542,128.017,132333,4,anak-anak,0,0,0,0,1
0oFzsGRIzjGaHfTZTSCBlW,Drivin' in My Car,Ralph's World,0.882,0.56,8,-7.216,0,0.147,0.285,0.0,0.168,0.976,126.549,169440,4,anak-anak,0,0,0,0,0
5o9AeVzzYjWyxem3qd60i3,"Zoom, Zoom We're Going to the Moon",The Kiboomers,0.806,0.708,2,-8.684,1,0.147,0.436,0.0,0.124,0.891,92.038,93920,4,anak-anak,0,0,0,0,0
0PursvcXaOfKR79VxOOSDV,If All Of The Raindrops,Old Town School of Folk Music,0.73,0.335,2,-8.2,1,0.0802,0.679,0.0,0.26,0.73,147.794,74933,4,anak-anak,0,0,0,1,0
76IFAYw4vhWJxvaDDiEFOp,Freeze Dance,Happy Tunes,0.88,0.396,0,-8.608,1,0.0935,0.162,1.28e-06,0.132,0.857,118.115,122034,4,anak-anak,0,0,0,0,0
36ojJplD0EWqjpHkNMu9pq,Icky Sticky Bubble Gum,David Landau,0.857,0.314,2,-13.463,1,0.295,0.704,0.0,0.0918,0.634,93.018,128253,4,anak-anak,0,0,0,0,0
4bhX85fxOd0E2UtOJcg7TN,Going On A Bear Hunt,Denise Gagne,0.841,0.302,2,-13.288,0,0.261,0.756,3.58e-05,0.0677,0.294,132.259,183745,4,anak-anak,0,0,1,0,0
2KI7jwc4PaEMEclXcnI7nv,Five Little Ducks,Super Simple Songs,0.956,0.34,6,-10.189,0,0.0487,0.0614,0.0,0.0598,0.59,116.009,152224,4,anak-anak,0,0,0,0,0
663LGTeJco27vlEHFZsy3v,Clap Your Hands,The Kiboomers,0.87,0.508,2,-8.356,1,0.181,0.672,0.0,0.0703,0.625,75.043,103292,3,anak-anak,1,0,0,0,0
1rS4UtjhT4A4g1EILBmHfH,Action Song,The Singing Walrus,0.86,0.79,0,-8.69,1,0.133,0.0679,6.5e-05,0.0484,0.947,148.962,222483,4,anak-anak,0,0,0,1,0
54dl92HCkG2o56mYNRfekm,Skip To My Lou,Children's Music,0.844,0.658,5,-3.545,1,0.0446,0.0114,0.0,0.0655,0.907,128.154,46969,4,anak-anak,0,0,0,0,1
3EBvkRP3jtM9RbwjAO7Xju,Elephants Have Wrinkles,Rock 'n' Rainbow,0.81,0.728,9,-5.994,1,0.114,0.349,0.0,0.274,0.811,130.084,125867,4,anak-anak,0,0,0,0,1
1eRhg0Op88eW3ohKAblWc8,Ring Around the Rosie,Children's Music,0.696,0.55,9,-3.02,1,0.0312,0.434,0.0,0.241,0.544,117.947,51500,4,anak-anak,0,0,0,0,1
2v4Tr06c6pj4omEgluFfIh,The Finger Family (Daddy Finger),Muffin Songs,0.873,0.575,2,-9.233,1,0.0637,0.175,0.000546,0.319,0.862,112.044,63570,4,anak-anak,0,0,0,0,0
0vzG5oTY4vCG6hFANTpqYu,Monkey,Pinkfong,0.905,0.634,5,-4.726,1,0.175,0.712,0.0,0.0703,0.969,136.032,69706,4,anak-anak,0,0,0,0,1
5eVSOpZbYSutAgrLyqKvq3,We're Going on a Bear Hunt,The Kiboomers,0.808,0.679,4,-7.321,0,0.411,0.85,6.37e-05,0.228,0.713,116.15,199743,4,anak-anak,0,0,0,0,0
3Jui3TOVXgDCYeVa3sS28C,Better When I'm Dancin',Meghan Trainor,0.755,0.786,2,-7.002,1,0.0326,0.53,0.000548,0.156,0.873,127.987,176267,4,anak-anak,0,0,0,0,0
0mb7btREdC3wuIUmuVRgWn,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,0.579,0.904,10,-4.45,0,0.15,0.00687,0.0,0.0649,0.713,175.316,187853,4,anak-anak,0,0,0,1,1
7wVZ2eKRUjQQoIfHzCAUwd,"Sunshine, Lollipops And Rainbows - Re-Recording",Lesley Gore,0.736,0.654,5,-7.28,0,0.0667,0.235,0.0029,0.0756,0.964,118.835,95680,4,anak-anak,0,0,0,0,0
3fthfkkvy9av3q3uAGVf7U,Shake It Off,Taylor Swift,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,219200,4,anak-anak,0,1,0,1,1
2D3Ipk7arjd1WYq6zRt4eg,Yellow Submarine,Rockabye Baby!,0.733,0.0707,6,-19.091,1,0.0648,0.927,0.4,0.0899,0.604,105.048,174013,4,anak-anak,0,0,1,0,0
421eObjg0DTm2qajJl5OJm,Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,0.456,0.828,1,-6.225,1,0.077,0.0244,0.0,0.21,0.313,116.719,189132,4,anak-anak,0,0,0,0,0
2vKqdZMwcalLuCBFkG45vA,"Real Gone - From ""Cars""/Soundtrack Version",Sheryl Crow,0.611,0.781,11,-5.204,0,0.0466,0.00187,0.0,0.0878,0.82,117.979,200733,4,anak-anak,0,0,0,0,1
37He57IJo7gkUUHqmn0N6I,Alphabet Song,Abc Alphabet Sounds App,0.808,0.886,11,-10.179,1,0.107,0.0207,0.486,0.0772,0.239,75.095,49934,4,anak-anak,1,0,0,0,0
3bz6iGA0InGJGZU0Y2qEiX,For The First Time In Forever,Kristen Bell,0.406,0.427,0,-6.026,1,0.0323,0.81,0.0,0.0995,0.384,105.815,225080,4,anak-anak,0,0,1,0,1
7n70tzvZDfdAL1j9XqsAbH,PAW Patrol Opening Theme,PAW Patrol,0.552,0.909,11,-4.869,0,0.089,0.0196,0.0,0.185,0.906,110.332,40594,4,anak-anak,0,0,0,0,1
3mXOoFswXWtqAR8vAYUtBG,PAW Patrol Pup Pup Boogie,PAW Patrol,0.809,0.785,6,-8.025,0,0.0373,0.00743,0.00679,0.357,0.946,120.04,99176,4,anak-anak,0,0,0,0,0
6bb8PPHBSrV06tvXIxhh8X,I'm Bringing Home a Baby Bumblebee,Little Playdates,0.832,0.667,5,-8.474,1,0.048,0.152,1.77e-06,0.191,0.522,130.655,78787,4,anak-anak,0,0,0,0,0
7nQbtErv3NmiMMYKfjJu0j,Skidamarink,Super Simple Songs,0.689,0.114,7,-14.406,1,0.141,0.482,1.54e-06,0.0783,0.48,100.042,139058,4,anak-anak,0,0,0,0,0
3zpbWaTHZutGOjT4S4CuUq,The Duck Song,Bryant Oden,0.453,0.449,0,-11.825,1,0.104,0.91,0.0012,0.0863,0.708,184.814,191733,4,anak-anak,0,0,0,1,0
2Ea1iuiNtpR9BcFlQYRE5d,Axel F,Crazy Frog,0.864,0.903,2,-3.258,1,0.0414,0.27,0.638,0.0791,0.741,138.043,172695,4,anak-anak,0,0,0,0,1
1WpeCc2avUIfptKLqartG2,Popcorn,Crazy Frog,0.775,0.985,0,-3.633,1,0.0349,0.105,0.771,0.339,0.961,130.022,192287,4,anak-anak,0,0,0,0,1
6R7Q0jyK9KOkYdLVCVdkZE,Du Di Dam,Cyra,0.767,0.911,3,-5.629,1,0.045,0.338,0.0,0.324,0.964,122.001,228107,4,anak-anak,0,0,0,0,1
24D40XS1PEwqDtZahycL00,Abang Tukang Bakso,"Daffa, Khalista",0.793,0.654,2,-7.596,1,0.0488,0.185,0.0,0.117,0.86,135.968,202613,4,anak-anak,0,0,0,0,0
0eBMrRu1uXwRIGwj2vYW8N,Potong Bebek Angsa,Lagu Anak-Anak,0.855,0.653,4,-8.972,1,0.0314,0.212,0.0162,0.149,0.8,119.989,165407,4,anak-anak,0,0,0,0,0
73s0NMhcFtkujx0qDcZVgd,Disini Senang Disana Senang,Balita,0.685,0.64,0,-9.271,1,0.0557,0.624,0.0118,0.444,0.976,145.122,104348,4,anak-anak,0,0,0,1,0
2qvWVI8wWMhjgt0BwDnLgq,Potong Bebek Angsa,Febby,0.598,0.78,2,-6.035,1,0.0312,0.376,4.31e-06,0.0938,0.834,81.56,194227,4,anak-anak,1,0,0,0,1
5DUkrO72bhrU3MgDr1vau9,"Hujan Rintik-Rintik, Hujan",Tasya Rosmala,0.877,0.154,2,-12.864,1,0.0668,0.778,0.000368,0.195,0.655,125.009,181040,4,anak-anak,0,0,0,0,0
01tR7tOSm2RwDLeYFZ2BiN,Burung Ketilang,Thania,0.614,0.493,7,-8.957,1,0.0242,0.42,5.59e-06,0.193,0.636,95.008,189027,4,anak-anak,0,0,0,0,0
38hzsrrIuakJeQm3uMideX,Naik Delman,Lagu Anak-Anak,0.893,0.696,2,-11.614,1,0.0401,0.304,1.76e-06,0.0408,0.936,96.05,213682,4,anak-anak,0,0,0,0,0
3LQyHTy7AGMKgxuKi3xsFW,Pok Ame Ame,Balita,0.916,0.382,1,-10.869,1,0.0535,0.71,1.47e-06,0.165,0.817,110.01,161455,4,anak-anak,0,0,0,0,0
6ieyYahyGN0b9P6VFi1f1o,Ambilkan Bulan Bu,Tasya Rosmala,0.273,0.131,4,-15.428,0,0.0339,0.319,0.0166,0.109,0.232,149.215,205253,4,anak-anak,0,0,0,1,0
08W1SH62N1kRy7z7guTNcq,Kring Kring Ada Sepeda,VITO,0.826,0.711,0,-7.681,1,0.0385,0.435,0.00197,0.213,0.893,136.975,162533,4,anak-anak,0,0,0,0,0
4IPImsCM355g5cmfUlU7WO,Topi Saya Bunda (feat. Shava),Lagu Anak Terpopuler Dan Terlaris,0.679,0.675,0,-7.457,1,0.0325,0.117,0.0314,0.0654,0.85,119.943,125827,3,anak-anak,0,0,0,0,0
2svtySNpUkjJLCKE1w6nkO,Bangun Tidur,Sharlene,0.754,0.693,2,-6.597,1,0.0317,0.195,5.56e-05,0.0652,0.792,120.031,169107,4,anak-anak,0,0,0,0,0
0EY9PKoUXxalJwpv0WjhoQ,Sayonara,Dinda,0.693,0.891,5,-6.951,1,0.0321,0.299,0.568,0.073,0.97,99.907,224043,4,anak-anak,0,0,0,0,0
3g2dzkeOBvqn4H9z2V00pJ,Selamat Ulang Tahun,Dinda,0.649,0.781,0,-6.516,1,0.0325,0.212,0.000536,0.416,0.828,119.912,199800,4,anak-anak,0,0,0,0,0
1rsJbDXOesK2aulkMjRkuj,Dua Mata Saya,Uwa and Friends,0.782,0.508,2,-6.474,1,0.0311,0.21,0.00382,0.269,0.755,135.959,131344,5,anak-anak,0,0,0,0,0
75jDrfifDPNVrCAjHY2MBU,Kepala Pundak Lutut,Uwa and Friends,0.644,0.913,2,-7.402,1,0.0485,0.062,0.534,0.0531,0.881,115.28,205745,3,anak-anak,0,0,0,0,0
75ZodyCvpv498RbjCe9B9E,Balonku Ada Lima,Agnes Mo,0.666,0.659,0,-4.981,1,0.0243,0.597,0.0,0.137,0.738,106.647,180414,4,anak-anak,0,0,0,0,1
66V6QeI1Y9PQO4J7p7JGJO,Lebih Indah,Adera,0.698,0.879,2,-4.237,1,0.034,0.513,0.000165,0.0661,0.883,101.989,258427,4,remaja,0,0,0,0,1
1SaQZoFXNu7ZAxxKImzFgf,Remaja,Hivi!,0.623,0.439,9,-7.737,1,0.0294,0.713,0.0,0.0905,0.695,122.862,218427,4,remaja,0,0,0,0,0
1lNHWPDvKEbamKezpLq7HW,no song without you,HONNE,0.788,0.473,0,-12.744,1,0.0328,0.489,0.254,0.109,0.81,105.429,160347,4,remaja,0,0,0,0,0
3AAAGS7iM1ekDywqdYMJG2,Akad,Payung Teduh,0.502,0.708,9,-7.522,1,0.0771,0.316,0.0391,0.112,0.774,91.533,258281,4,remaja,0,0,0,0,0
0rgEL2cD2T5MDzSDJTQNlw,Jatuh Hati,Raisa,0.536,0.355,7,-10.562,1,0.0289,0.813,0.0,0.12,0.234,132.131,207403,4,remaja,0,0,1,0,0
6emUM3SqANf2GPSSA8VKem,Kasmaran,Jaz,0.654,0.481,1,-7.574,1,0.0282,0.676,0.0,0.134,0.573,97.971,241059,4,remaja,0,0,0,0,0
4xFM9ET7fPtYgbp9QyzrHl,Dari Mata,Jaz,0.693,0.628,0,-5.055,1,0.0495,0.328,0.0,0.118,0.605,109.963,223463,4,remaja,0,0,0,0,1
7vARkAvliy40kkanvCQvSR,Pandangan Pertama,RAN,0.663,0.769,0,-5.028,1,0.0284,0.039,1.1e-06,0.125,0.68,102.968,300693,4,remaja,0,0,0,0,1
4z8CduM0gnyJxgLNrEvxEh,Wajahmu Mengalihkan Duniaku,Afgan,0.667,0.567,9,-4.114,1,0.0434,0.755,3.86e-06,0.0754,0.83,87.991,189507,4,remaja,0,0,0,0,1
7i1pavASRUZk62ejaUIESa,Crying Over You ◐,HONNE,0.385,0.62,1,-8.316,0,0.147,0.0815,0.0,0.352,0.415,75.564,242672,4,remaja,1,0,0,0,0
2x9UGhofPBZdeam4uZCUID,1000 Tahun Lamanya,Tulus,0.707,0.475,5,-8.259,1,0.0454,0.618,0.0003,0.137,0.764,85.993,232227,4,remaja,1,0,0,0,0
2n5MdJ8bdz4QYOTdeZaBd5,Panah Asmara,Afgan,0.749,0.764,8,-5.991,1,0.0474,0.0646,0.000158,0.0364,0.96,122.982,274540,4,remaja,0,0,0,0,1
5FEcywzPnpul59cCsBmZ6p,Teka Teki,Raisa,0.81,0.647,2,-5.868,1,0.0628,0.402,0.0,0.0619,0.638,119.986,210733,4,remaja,0,0,0,0,1
7D4owue92VTPPMG0nNc4b5,Kulakukan Semua Untukmu,RAN,0.74,0.725,1,-5.85,0,0.0333,0.437,2.41e-05,0.37,0.579,107.986,236747,4,remaja,0,0,0,0,1
54hwAFt5hfHwGmhzjY0RmE,Diam Diam Suka,Cherrybelle,0.7,0.72,6,-6.984,0,0.0874,0.201,0.00431,0.105,0.824,179.968,221667,4,remaja,0,0,0,1,0
6E6OhmmXOkklCcbqq7XF88,Biar Mantan Tau,3 Composers,0.639,0.693,7,-6.435,1,0.0453,0.614,1.64e-06,0.339,0.832,86.486,199737,4,remaja,0,0,0,0,0
6B3klWr5zdlEUdqFm89Czb,Satu-Satunya,Hivi!,0.68,0.652,7,-6.851,1,0.0366,0.0222,2.72e-05,0.286,0.858,124.948,295700,4,remaja,0,0,0,0,0
3TuWleBiR3aQaiwFZg9gg9,Tak Ingin Pisah Lagi,Marion Jola,0.656,0.401,9,-6.444,0,0.0263,0.581,0.0,0.135,0.343,94.998,265541,4,remaja,0,0,1,0,0
5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Edison Lighthouse,0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,174760,4,remaja,0,0,0,0,1
3MMLO6TUL07tze9IXud0Vc,honey,boy pablo,0.656,0.628,0,-10.161,1,0.0339,0.304,0.074,0.135,0.715,144.036,254886,4,remaja,0,0,0,1,0
5eF8Hn5AHY4qT3aZsVYAzO,Mata Ke Hati (Acoustic Version),Hivi!,0.871,0.522,0,-5.601,1,0.0419,0.225,0.0,0.206,0.887,123.991,204293,4,remaja,0,0,0,0,1
0ibNB0ddusp5eJVnBJnMMu,Kereta Kencan,Hivi!,0.667,0.93,2,-3.647,1,0.0419,0.126,0.000998,0.156,0.685,125.963,257760,4,remaja,0,0,0,0,1
1Ml2eaYgtXPdklPnZeVqqv,Mata Ke Hati,Hivi!,0.603,0.718,9,-4.396,1,0.0368,0.217,0.0,0.237,0.755,129.869,239453,4,remaja,0,0,0,0,1
11HoyxwXVwWq6lj2Rv37CH,Saat Bahagia,Ungu,0.624,0.614,0,-6.605,1,0.0283,0.078,0.0,0.0903,0.665,124.934,249107,4,remaja,0,0,0,0,0
0owU9W5gPsJEcwAmMjzomy,Dekat Di Hati,RAN,0.719,0.492,9,-6.848,1,0.0264,0.761,0.0,0.111,0.644,109.958,268867,4,remaja,0,0,0,0,0
1NmxBjg8ybFwQkiKVnRxws,Kala Cinta Menggoda,Chrisye,0.694,0.796,0,-6.618,0,0.063,0.434,8.42e-05,0.069,0.68,171.372,324333,4,remaja,0,1,0,1,0
